,Destination,Destination_Code,Origin,Origin_Code,1990,1995,2000,2005,2010,2015,2020,1990.1,1995.1,2000.1,2005.1,2010.1,2015.1,2020.1,1990.2,1995.2,2000.2,2005.2,2010.2,2015.2,2020.2
121,Iraq,368,SubSaharanAfrica,947,1077,1559,1477,1719,1757,1715,1727,841,1014,833,1175,1233,1286,1265,236,545,644,544,524,429,462
122,Israel,376,SubSaharanAfrica,947,49114,59868,67270,77860,89394,92195,89527,24650,29591,33200,38400,43985,45134,43830,24464,30277,34070,39460,45409,47061,45697
123,Jordan,400,SubSaharanAfrica,947,602,735,865,651,1339,1086,1391,407,458,510,456,903,622,796,195,277,355,195,436,464,595
124,Kuwait,414,SubSaharanAfrica,947,9505,7615,8687,9385,12443,18960,20564,5757,4855,5869,6190,8108,11367,12329,3748,2760,2818,3195,4335,7593,8235
125,Lebanon,422,SubSaharanAfrica,947,106,129,152,117,84,70,61,82,87,93,72,55,34,31,24,42,59,45,29,36,30
126,Oman,512,SubSaharanAfrica,947,0,0,0,0,0,317,405,0,0,0,0,0,214,273,0,0,0,0,0,103,132
127,Qatar,634,SubSaharanAfrica,947,13059,12034,9219,7366,11498,11380,15576,4919,5777,5804,4835,9155,9228,12444,8140,6257,3415,2531,2343,2152,3132
128,SaudiArabia,682,SubSaharanAfrica,947,61017,62534,64252,79371,102910,131493,164250,40588,41706,42943,54566,72127,91518,113287,20429,20828,21309,24805,30783,39975,50963
129,StateofPalestine,275,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,SyrianArabRepublic,760,SubSaharanAfrica,947,200,345,443,1458,3100,1040,1079,102,175,224,746,1582,545,552,98,170,219,712,1518,495,527
131,Turkey,792,SubSaharanAfrica,947,448,803,1302,1407,2652,6004,5816,320,577,919,973,1682,3586,3375,128,226,383,434,970,2418,2441
132,UnitedArabEmirates,784,SubSaharanAfrica,947,15563,20065,25730,30394,64719,70716,77086,10719,14002,18020,20712,44852,48153,52478,4844,6063,7710,9682,19867,22563,24608
133,Yemen,887,SubSaharanAfrica,947,52575,64871,74226,94727,202049,293866,299467,30217,37499,42540,57972,111143,155879,174392,22358,27372,31686,36755,90906,137987,125075
134,EasternEurope,923,SubSaharanAfrica,947,11338,11589,11623,13146,14477,16582,23498,6136,6952,7639,9009,10248,11541,16346,5202,4637,3984,4137,4229,5041,7152
135,Belarus,112,SubSaharanAfrica,947,11,18,25,24,23,25,23,11,17,24,23,22,24,23,0,1,1,1,1,1,0
136,Bulgaria,100,SubSaharanAfrica,947,157,248,322,447,551,713,1116,124,176,222,284,350,433,675,33,72,100,163,201,280,441
137,Czechia,203,SubSaharanAfrica,947,243,369,488,1365,2104,2604,3424,182,271,364,1020,1588,1954,2498,61,98,124,345,516,650,926
138,Hungary,348,SubSaharanAfrica,947,549,1373,2183,2688,3196,3730,5150,437,954,1472,1827,2191,2470,3404,112,419,711,861,1005,1260,1746
139,Poland,616,SubSaharanAfrica,947,1312,1115,960,1284,1673,1571,2084,924,788,668,910,1180,1134,1555,388,327,292,374,493,437,529
140,RepublicofMoldova,498,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Romania,642,SubSaharanAfrica,947,2,2,2,2,13,612,4346,1,2,2,2,12,337,2934,1,0,0,0,1,275,1412
142,RussianFederation,643,SubSaharanAfrica,947,9030,8319,7336,6988,6527,6655,6587,4431,4644,4687,4718,4651,4733,4733,4599,3675,2649,2270,1876,1922,1854
143,Slovakia,703,SubSaharanAfrica,947,34,145,307,348,390,672,768,26,100,200,225,254,456,524,8,45,107,123,136,216,244
144,Ukraine,804,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,NorthernEurope,924,SubSaharanAfrica,947,481746,648720,829519,1064189,1367005,1574603,1829908,245833,324027,408433,517324,666443,744802,876151,235913,324693,421086,546865,700562,829801,953757
146,ChannelIslands,830,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Denmark,208,SubSaharanAfrica,947,5213,13399,21557,24316,25857,33649,38954,2948,7123,11291,12538,13194,17471,20256,2265,6276,10266,11778,12663,16178,18698
