Source:|EM-DAT, CRED / UCLouvain, Brussels, Belgium||||||||||||||||||||||||||||||||||||||||||||||||
|www.emdat.be||||||||||||||||||||||||||||||||||||||||||||||||
Version:|2023-02-11||||||||||||||||||||||||||||||||||||||||||||||||
File creation:|Sat, 11 Feb 2023 21:46:18 CET||||||||||||||||||||||||||||||||||||||||||||||||
Table type:|Custom request||||||||||||||||||||||||||||||||||||||||||||||||
# of records:|2361||||||||||||||||||||||||||||||||||||||||||||||||
Dis No|Year|Seq|Glide|Disaster Group|Disaster Subgroup|Disaster Type|Disaster Subtype|Disaster Subsubtype|Event Name|Country|ISO|Region|Continent|Location|Origin|Associated Dis|Associated Dis2|OFDA Response|Appeal|Declaration|'AID Contribution (''000 US$)'|Dis Mag Value|Dis Mag Scale|Latitude|Longitude|Local Time|River Basin|Start Year|Start Month|Start Day|End Year|End Month|End Day|Total Deaths|No Injured|No Affected|No Homeless|Total Affected|'Reconstruction Costs (''000 US$)'|'Reconstruction Costs, Adjusted (''000 US$)'|'Insured Damages (''000 US$)'|'Insured Damages, Adjusted (''000 US$)'|'Total Damages (''000 US$)'|'Total Damages, Adjusted (''000 US$)'|CPI|Adm Level|Admin1 Code|Admin2 Code|Geo Locations
2010-0101-SRB|2010|0101|FL-2010-000042|Natural|Hydrological|Flood|Flash flood|||Serbia|SRB|Southern Europe|Europe|Boljevac, Zajecar municipalities (Zajecarski province), Aleksinac, Doljevac municipalities (Nisavski province), Krusevac municipality (Rasinski province), Ub municipality (Kolubarski province), Leskovac municipality (Jablanicki province), Rekovac municipality (Pomoravski province), Priboj, Pozega municipalities (Zlatiborski province), Zitorada municipality (Toplicki province), Novi Pazar municipality (Raski province) |Heavy rains, Rapid snow melting|||||||46900|Km2|44.47|21.14||Saca, Drina, Mlava, Morava rivers|2010|3|1|2010|3|2|||3150||3150|||||||74,5094440781961|1|25374;25377;25383;25388;25390;25391;25397;25398;25400||Jablanicki, Kolubarski, Nisavski, Pomoravski, Rasinski, Raski, Toplicki, Zajecarski, Zlatiborski (Adm1). 
2010-0193-SRB|2010|0193||Natural|Hydrological|Flood|Riverine flood|||Serbia|SRB|Southern Europe|Europe|Jablanicki, Kosovski, Kosovsko-pomoravski, Pcinjski, Pirotski, Prizremski provinces|Heavy rains||||||||Km2|||||2010|5|17|2010|5|17|2|||||||||||74,5094440781961|1|25374;25378;25380;25384;25386;25389||Jablanicki, Kosovski, Kosovsko-pomoravski, Pcinjski, Pirotski, Prizremski (Adm1). 
2010-0619-SRB|2010|0619|FL-2010-000248|Natural|Hydrological|Flood|Riverine flood|||Serbia|SRB|Southern Europe|Europe|Loznica municipality (Macvanski province)||||Yes|||50||Km2||||Drina, Lim|2010|12|3|2010|12|3|||1750||1750|||||||74,5094440781961|1|25381||Macvanski (Adm1). 
2010-0050-SRB|2010|0050||Natural|Meteorological|Extreme temperature |Cold wave|||Serbia|SRB|Southern Europe|Europe|Zacejar city (Zajecarski province), Valjevo city (Kolubarski province)||||||||-18|°C|||||2010|1|28|2010|1|28|3|||||||||||74,5094440781961|1|25377;25398||Kolubarski, Zajecarski (Adm1). 
2010-0633-SRB|2010|0633||Natural|Meteorological|Extreme temperature |Cold wave|||Serbia|SRB|Southern Europe|Europe|Krusevac city (Rasinski province)|||||||||°C|||||2010|12|19|2010|12||2|||||||||||74,5094440781961|1|25390||Rasinski (Adm1). 
2010-0594-MNE|2010|0594|FL-2010-000239|Natural|Hydrological|Flood|Riverine flood|||Montenegro|MNE|Southern Europe|Europe|Niksic, Danilovgrad, Bijelo Polje, Berane, Andrijevica, Plav provinces|Heavy rains||||||||Km2|||||2010|11|12|2010|11|16|||1350||1350|||||||74,5094440781961|1|25350;25352;25353;25356;25361;25362||Andrijevica, Berane, Bijelo Polje, Danilovgrad, Niksic, Plav (Adm1). 
2010-0619-MNE|2010|0619|FL-2010-000248|Natural|Hydrological|Flood|Riverine flood|||Montenegro|MNE|Southern Europe|Europe|Golubovci village (Podgorica province); Danilovgrad, Cetinje provinces; Skadar lake region (Bar, Podgorica provinces)||||Yes|||50||Km2||||Zeta river, Lake Sedar|2010|12|3|2010|12|3|||5000||5000|||||||74,5094440781961|1|25351;25355;25356;25365||Bar, Cetinje, Danilovgrad, Podgorica (Adm1). 
2011-0518-CHE|2011|0518||Natural|Meteorological|Storm|Extra-tropical storm||Joachim|Switzerland|CHE|Western Europe|Europe|Juras Bernois, Alpes Bernoises area (Bern province) , Bas-Valais area (Valais province)||Transport accident||||||120|Kph|||||2011|12|16|2011|12|16||3|||3|||||||76,8615953778198|1|2812;2829||Bern, Valais (Adm1). 
2011-0518-FRA|2011|0518||Natural|Meteorological|Storm|Extra-tropical storm||Joachim|France|FRA|Western Europe|Europe|Bretagne province||Transport accident||||||140|Kph|||||2011|12|15|2011|12|16||||||||||||76,8615953778198|1|1253||Bretagne (Adm1). 
2011-0475-ESP|2011|0475||Natural|Hydrological|Flood|Riverine flood|||Spain|ESP|Southern Europe|Europe|San Sebastian city (Gipuzkoa district, País Vasco/Euskadi province)|Heavy rains||||||||Km2|||||2011|11|7|2011|11|7|1||2400||2400|||||||76,8615953778198|2||25825|Gipuzkoa (Adm2). 
2011-0654-ESP|2011|0654||Technological|Technological|Transport accident|Water|||Spain|ESP|Southern Europe|Europe|Almeira|||||No|No||||||||2011|5|6|2011|5|6|22|||||||||||76,8615953778198||||
2011-0439-FRA|2011|0439||Natural|Hydrological|Flood|Riverine flood|||France|FRA|Western Europe|Europe|'Var, Alpes Maritimes districts (Provence-Alpes-Cote-d''Azur province)'|Heavy rains||||||||Km2|||||2011|11|6|2011|11|6|6||2300||2300|||||||76,8615953778198|2||16321;16324|Alpes-maritimes, Var (Adm2). 
2011-0455-GRC|2011|0455||Technological|Technological|Transport accident|Water|||Greece|GRC|Southern Europe|Europe|Near Cephalonie Isl.|||||No|No||||||||2011|9|3|2011|9|3|21|||||||||||76,8615953778198||||
2011-0652-GRC|2011|0652||Technological|Technological|Transport accident|Water|||Greece|GRC|Southern Europe|Europe|Near Corfu|||||No|No||||||||2011|1|16|2011|1|16|22|11|||11|||||||76,8615953778198||||
2011-0447-HUN|2011|0447||Technological|Technological|Transport accident|Road|||Hungary|HUN|Eastern Europe|Europe|South|||||No|No||||||||2011|10|31|2011|10|31|14|2|||2|||||||76,8615953778198||||
2012-0033-BGR|2012|0033||Natural|Hydrological|Flood|Riverine flood|||Bulgaria|BGR|Eastern Europe|Europe|Haskovo, Kardzhali provinces ; Galabovo district (Stara Zagora province), Svilengrad district (Haskovo province) ; Bisser village, Harmanli city (Harmanli district, Harmanli province), Nedelino city (Nedelino district, Smoljan province)|Heavy rains and melting snow|Broken Dam/Burst bank||||Yes||47137|Km2|42.555|24.26|||2012|2|1|2012|2|6|5||37950||37950|||||4400|5609|78,4521138829003|1;2|706;708|12024;12053|Haskovo, Kardzhali (Adm1). Galabovo, Nedelino (Adm2). 
2012-0012-ALB|2012|0012|CW-2012-000006|Natural|Meteorological|Extreme temperature |Severe winter conditions|||Albania|ALB|Southern Europe|Europe|Puke, Shkoder, Kukes, Librazhd, Korce provinces, Peshkopi district (Diber province)|||||||||°C|||||2012|1||2012|2||5||230000||230000|||||||78,4521138829003|1;2|318;321;324;333;335|3813|Korce, Kukes, Librazhd, Puke, Shkoder (Adm1). Peshkopi (Adm2). 
2012-0150-ALB|2012|0150||Technological|Technological|Transport accident|Road|||Albania|ALB|Southern Europe|Europe|Qafa e Vishes (near Himare)|||||No|No||||||||2012|5|21|2012|5|21|13|20|||20|||||||78,4521138829003||||
2012-0019-AUT|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Austria|AUT|Western Europe|Europe|Burgenland, Karnten, Niedterosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Voralberg, Wien provinces|||||||||°C|||||2012|2||2012|2||5|||||||||||78,4521138829003|1|478;479;480;481;482;483;484;485;486||Burgenland, Karnten, Niederosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Vorarlberg, Wien (Adm1). 
2012-0019-BEL|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Belgium|BEL|Western Europe|Europe|Vlaams Gewest province|||||||||°C|||||2012|2||2012|2||3|||||||||||78,4521138829003|1|601||Vlaams Gewest (Adm1). 
2012-0152-BGR|2012|0152|EQ-2012-000086|Natural|Geophysical|Earthquake|Ground movement|||Bulgaria|BGR|Eastern Europe|Europe|Pernik town (Pernik Province), Sofia town (Sofia-city Province)||||||||6|Richter|42.645|22.968|03:00||2012|5|22|2012|5|22||70|140||210|||||||78,4521138829003|1|713;723||Pernik, Sofia-city (Adm1). 
2012-0019-BGR|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Bulgaria|BGR|Eastern Europe|Europe|Chirpan district (Stara Zagora province), Sevlievo district (Gabrovo province), Varna district (Varna province)||||Yes||||-30|°C|||||2012|1||2012|2||30|||||||||||78,4521138829003|2||11886;12052;12077|Chirpan, Sevlievo, Varna (Adm2). 
2012-0485-BGR|2012|0485||Natural|Meteorological|Extreme temperature |Cold wave|||Bulgaria|BGR|Eastern Europe|Europe|Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca, provinces||||||||-19|°C|||||2012|12|1|2012|12|15|3|||||||||||78,4521138829003|1|702;703;704;705;706;707;708;709;710;711;712;713;714;715;716;717;718;719;720;721;722;723;724;725;726;727;728;729||Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca (Adm1). 
2012-0019-BIH|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Bosnia and Herzegovina|BIH|Southern Europe|Europe|Sokolac, Cajnice, Kalinovik, Stari Grad, Kladanj, Krupes, Han Pijesak districts (Republika Srpska province), Luka, Krusev Do, Bozici (Srebrenica districts, Republika Srpska province), Drvar, Kupres (Zapadnobosanski district, Federacija Bosne I Hercegovine province)||||Yes||Yes||-33|°C|||||2012|2|2|2012|2|7|4||10347||10347|||||||78,4521138829003|2||6248;6263;6274;6279;6280;6284;6306;6308;6309|Cajnice, Han Pijesak, Kalinovik, Kladanj, Kupres, Sokolac, Srebrenica, Stari Grad, Zapadnobosanski (Adm2). 
2012-0019-BLR|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Belarus|BLR|Eastern Europe|Europe|Vitebsk, Miory, Glubokoe, Polotsk, Postavy districts (Vitebsk province), Minsk city, Minsk, Stolbtsy, Molodechno, Borisov, Slutsk districts (Minsk province), Gomel city (Gomel district, Gomel province), Rechista, Zhlobin, Mozyr districts (Gomel province), Lida, Slonim, Volkovysk districts (Grodno province), Brest, Mogilev provinces|||||||||°C|||||2012|1||2012|2|||30|100||130|||||||78,4521138829003|1;2|593;597;598|39919;39925;39929;39934;39940;39946;39949;39953;39961;39963;39966;39970;40000;40004;40006;40007;40015|Brest, Minsk City, Mogilev (Adm1). Borisov, Glubokoe, Gomel, Lida, Minsk, Miory, Molodechno, Mozyr, Polotsk, Postavy, Rechitsa, Slonim, Slutsk, Stolbtsy, Vitebsk, Volkovysk, Zhlobin (Adm2). 
2012-0019-CHE|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Switzerland|CHE|Western Europe|Europe|Graubunden, Neuchatel provinces||||||||-35|°C|||||2012|2|7|2012|2|7||||||||||||78,4521138829003|1|2816;2819||Graubunden, Neuchatel (Adm1). 
2012-0485-CHE|2012|0485||Natural|Meteorological|Extreme temperature |Cold wave|||Switzerland|CHE|Western Europe|Europe|Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces|||||||||°C|||||2012|12|7|2012|12|31|11|||||||||||78,4521138829003|1|2807;2808;2809;2810;2811;2812;2813;2814;2815;2816;2817;2818;2819;2820;2821;2822;2823;2824;2825;2826;2827;2828;2829;2830;2831;2832||Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich (Adm1). 
2012-0064-CHE|2012|0064||Technological|Technological|Transport accident|Road|||Switzerland|CHE|Western Europe|Europe|Valais county|||||No|No||||||||2012|3|13|2012|3|13|28|||||||||||78,4521138829003||||
2012-0019-CZE|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Czech Republic (the)|CZE|Eastern Europe|Europe|Opava district (Severomoravsky province)|||||||||°C|||||2012|1||2012|2||25|||||||||||78,4521138829003|2||14852|Opava (Adm2). 
2012-0485-CZE|2012|0485||Natural|Meteorological|Extreme temperature |Cold wave|||Czech Republic (the)|CZE|Eastern Europe|Europe|Jihocesky, Jihomoravsky, Praha, Severocesky, Severomoravsky, Stredocesky, Vychodocesky, Zapadocesky provinces|||||||||°C|||||2012|12|7|2012|12|7|7|||||||||||78,4521138829003|1|1030;1031;1032;1033;1034;1035;1036;1037||Jihocesky, Jihomoravsky, Praha, Severocesky, Severomoravsky, Stredocesky, Vychodocesky, Zapadocesky (Adm1). 
2012-0019-DEU|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Germany|DEU|Western Europe|Europe|Baden-Wuerttemberg, Bayern, Berlon, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces|||||||||°C|||||2012|2||2012|2||4|||||||||||78,4521138829003|1|1308;1309;1310;1311;1312;1313;1314;1315;1316;1317;1318;1319;1320;1321;1322;1323||Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen (Adm1). 
2012-0485-DEU|2012|0485||Natural|Meteorological|Extreme temperature |Cold wave|||Germany|DEU|Western Europe|Europe|Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces|||||||||°C|||||2012|12|7|2012|12|31|2|||||||||||78,4521138829003|1|1308;1309;1310;1311;1312;1313;1314;1315;1316;1317;1318;1319;1320;1321;1322;1323||Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen (Adm1). 
2012-0513-DEU|2012|0513||Technological|Technological|Miscellaneous accident|Fire||Factory|Germany|DEU|Western Europe|Europe|Forêt-Noire|||||No|No||||||||2012|11|26|2012|11|26|14|9|||9|||||||78,4521138829003||||
2012-0449-ESP|2012|0449||Natural|Hydrological|Flood|Riverine flood|||Spain|ESP|Southern Europe|Europe|Andalucía, Región de Murcia, Comunitat Valenciana province|||||||||Km2||||Guadalahorce|2012|9|28|2012|9|29|10|35|600||635|||260000|331412|395000|503492|78,4521138829003|1|2716;2726;2731||Andalucía, Comunitat Valenciana, Región de Murcia (Adm1). 
2012-0279-ESP|2012|0279||Natural|Climatological|Wildfire||||Spain|ESP|Southern Europe|Europe|Girona district (Cataluna/Catalunya province)|||||||||Km2|||||2012|7|22|2012|7|27|4|6|||6|||||||78,4521138829003|2||25807|Girona (Adm2). 
2012-0019-EST|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Estonia|EST|Northern Europe|Europe|Harju maakond, Hiiu maakond, Ida-Viru maakond, Jarva maakond, Jõgeva maakond, Laane-Viru maakond, Laane maakond, Parnu maakond, Polva maakond, Rapla maakond, Saare maakond, Tartu maakond, Valga maakond, Viljandi maakond, Viljandi maakond, Voru maakond provinces + Administrative unit not available province|||||||||°C|||||2012|2||2012|2||1|||||||||||78,4521138829003|1|1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;149727||Administrative unit not available, Harju maakond, Hiiu maakond, Ida-Viru maakond, J??geva maakond, Jarva maakond, L????ne maakond, L????ne-Viru maakond, P??lva maakond, Parnu maakond, Rapla maakond, Saare maakond, Tartu maakond, V??ru maakond, Valga maakond, Viljandi maakond (Adm1). 
2012-0019-FRA|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||France|FRA|Western Europe|Europe|'Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D''azur, Rhône-Alpes, Midi-Pyrénées provinces'|||||||||°C|||||2012|2||2012|2||12|||||||||||78,4521138829003|1|1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1262;1263;1264;1265;1266;1267;1268;1269;1270||'Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Comte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Midi-Pyrenees, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Cote-d''Azur, Rhone-Alpes (Adm1). '
2012-0549-GBR|2012|0549||Natural|Hydrological|Flood|Flash flood|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Bedfordshire, Cambridgeshire, Derbyshire, Essex, Hereford and Wor, Hertfordshire, Leicestershire, Lincolnshire, Norfolkshire, Northamptonshire, Nottinghamshire, Salop, Staffordshire, Suffolk, Warwickshire, West Midlands districts (Central England), Cheshire, Cleveland, Cumbria, Durham, Greater Manchest, Humberside, Lancashire, Merseyside, North Yorkshire, Northumberland, South Yorkshire, Tyne and Wear, West Yorkshire districts (Northern England) (England province) ; Northern Ireland, Scotland provinces|||||||||Km2|||||2012|6|23|2012|6|24|1|||||||||785000|1000610|78,4521138829003|1;2|3183;3184|40095;40098;40099;40100;40102;40103;40106;40108;40111;40113;40114;40115;40118;40119;40120;40121;40122;40123;40124;40125;40126;40128;40130;40131;40132;40134;40135;40136;40138|Northern Ireland, Scotland (Adm1). Bedfordshire, Cambridgeshire, Cheshire, Cleveland, Cumbria, Derbyshire, Durham, Essex, Greater Manchest, Hereford and Wor, Hertfordshire, Humberside, Lancashire, Leicestershire, Lincolnshire, Merseyside, Norfolkshire, North Yorkshire, Northamptonshire, Northumberland, Nottinghamshire, Salop, South Yorkshire, Staffordshire, Suffolk, Tyne and Wear, Warwickshire, West Midlands, West Yorkshire (Adm2). 
2012-0446-GBR|2012|0446||Natural|Hydrological|Flood|Riverine flood|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Morpeth, Newburn, Cheshire, Rothbury, Gilling west villages (Northumberland district) (England province) ; North Yorkshire district (England province)|Heavy rains, hurricane Nadine|||||||8507|Km2|54.04|-2.13|||2012|9|23|2012|9|27|3||1500||1500|||||81000|103248|78,4521138829003|2||40123;40125|North Yorkshire, Northumberland (Adm2). 
2012-0488-GBR|2012|0488||Natural|Hydrological|Flood|Riverine flood|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Devon city, Stoke Canon, Umberleig villages (Devonshire district) ; Cornwall, Avon, Dorsetshire, Somersetshire, Gloucestershire, Wiltshire districts (England province) ; Wales, Scotland provinces|Heavy rains||||||||Km2||||Exe|2012|12|23|2012|12|23|||585||585|||||||78,4521138829003|1;2|3184;3186|40094;40101;40104;40105;40109;40129;40139|Scotland, Wales (Adm1). Avon, Cornwall, Devonshire, Dorsetshire, Gloucestershire, Somersetshire, Wiltshire (Adm2). 
2012-0548-GBR|2012|0548||Natural|Hydrological|Flood|Riverine flood|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Berkshire, Buckinghamshire, East Sussex, Hampshire, Isle of Wight, Kent, Oxfordshire, Surrey, West Sussex districts (South-East England), Derbyshire, Hereford and Wor, Leicestershire, Lincolnshire, Northamptonshire, Nottinghamshire, Salop, Staffordshire, Warwickshire, West Midlands districts (Midlands), Cleveland, Durham, Northumberland, Tyne and Wear districts (Northeast), Devonshire, Cornwall, Avon, Dorsetshire, Somersetshire, Gloucestershire, Wiltshire district (South West England) (England province), Powys district (Mid-Wales) (Wales province)|On emonth worth-of-rainfall||||||||Km2|||||2012|6|10|2012|6|11||||||||||450000|573598|78,4521138829003|2||40094;40096;40097;40100;40101;40103;40104;40105;40106;40107;40109;40112;40113;40116;40117;40119;40120;40124;40125;40126;40127;40128;40129;40131;40133;40134;40135;40136;40137;40139;40184|Avon, Berkshire, Buckinghamshire, Cleveland, Cornwall, Derbyshire, Devonshire, Dorsetshire, Durham, East Sussex, Gloucestershire, Hampshire, Hereford and Wor, Isle of Wight, Kent, Leicestershire, Lincolnshire, Northamptonshire, Northumberland, Nottinghamshire, Oxfordshire, Powys, Salop, Somersetshire, Staffordshire, Surrey, Tyne and Wear, Warwickshire, West Midlands, West Sussex, Wiltshire (Adm2). 
2012-0552-GBR|2012|0552||Natural|Hydrological|Flood|Riverine flood|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|St Asaph city (Clwyd district, North Wales, Wales province), Roanheads area in Peterhead city (Grampians district), Wick (Highland district) (Scotland province) ; Northamptonshire, Cleveland, Durham, Northumberland, Tyne and Wear districts (Northeast of England) (England province)|Torrential rains||||||||Km2|53.45|-1.19||Thames, Ouse, Derwent, Cree, Ruchill|2012|11|21|2012|12|18|4||1700||1700|||813000|1036301|1630000|2077701|78,4521138829003|2||40100;40106;40124;40125;40134;40171;40172;40179|Cleveland, Clwyd, Durham, Grampian, Highland, Northamptonshire, Northumberland, Tyne and Wear (Adm2). 
2012-0080-GRC|2012|0080||Natural|Hydrological|Flood|Riverine flood|||Greece|GRC|Southern Europe|Europe|Achaias, Ileias districts (Dytiki Ellada)|Torrential rain|||||||9251|Km2|39.8677|21.01||eVROS|2012|2|3|2012|2|6|1||200||200|||||||78,4521138829003|2||16681;16683|Achaias, Ileias (Adm2). 
2012-0019-GRC|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Greece|GRC|Southern Europe|Europe|Anatoliki Makedonia Kai Thraki, Attiki, Dytiki Ellada, Dytiki Makedonia, Ionioi Nisoi, Ipeiros, Kentriki Makedonia, Kriti, Notio Aigaio, Peloponnisos, Sterea Elleda, Thessalia, Voreio Aigaio provinces|||||||||°C|||||2012|2||2012|2||5|||||||||||78,4521138829003|1|1336;1337;1338;1339;1340;1341;1342;1343;1345;1346;1347;1348;40766||Anatoliki Makedonia Kai Thraki, Attiki, Dytiki Ellada, Dytiki Makedonia, Ionioi Nisoi, Ipeiros, Kentriki Makedonia, Kriti, Notio Aigaio, Peloponnisos, Sterea Ellada, Thessalia, Voreio Aigaio (Adm1). 
2012-0526-GRC|2012|0526||Technological|Technological|Transport accident|Water|||Greece|GRC|Southern Europe|Europe|Near Lesbos (Egean sea)|||||No|No||||||||2012|12|16|2012|12|16|27|||||||||||78,4521138829003||||
2012-0551-HRV|2012|0551||Natural|Hydrological|Flood|Riverine flood|||Croatia|HRV|Southern Europe|Europe|Zagreb city (Zagreb province)|||||||||Km2|||||2012|11|5|2012|11|6|||1500||1500|||||||78,4521138829003|1|1008||Zagreb (Adm1). 
2012-0019-HRV|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Croatia|HRV|Southern Europe|Europe|Bjelovar-bilogora, Dubrovnik-Neretva, Grad Zagreb, Istra, Karlovac, Koprivinca-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Šibenik, Sisak-moslavia, Slavonski Brod-posav, Split-dalmatija, Varazdin, Vukovar-srijem, Zadar-Knin, Zagrb, Virovitica-podravina provinces|||||||||°C|||||2012|2||2012|2||3|||||||||||78,4521138829003|1|988;989;990;991;992;993;994;995;996;997;998;999;1000;1001;1002;1003;1004;1005;1006;1007;1008||Bjelovar-bilogora, Dubrovnik-neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Sibenik, Sisak-moslavina, Slavonski Brod-posav, Split-dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-knin, Zagreb (Adm1). 
2012-0485-HRV|2012|0485||Natural|Meteorological|Extreme temperature |Cold wave|||Croatia|HRV|Southern Europe|Europe|Bjelovar-bilogora, Dubrovnik-neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Sibenik, Sisak-moslavina, Slavonski Brod-posav, Split- dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-knin, Zagreb provinces|||||||||°C|||||2012|12|7|2012|12|31|4|||||||||||78,4521138829003|1|988;989;990;991;992;993;994;995;996;997;998;999;1000;1001;1002;1003;1004;1005;1006;1007;1008||Bjelovar-bilogora, Dubrovnik-neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Sibenik, Sisak-moslavina, Slavonski Brod-posav, Split-dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-knin, Zagreb (Adm1). 
2012-0019-HUN|2012|0019|CW-2012-000006|Natural|Meteorological|Extreme temperature |Cold wave|||Hungary|HUN|Eastern Europe|Europe|Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrád, Fejér, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nógrád, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprém, Zala|||||||||°C|||||2012|2||2012|2||16|||||||||||78,4521138829003|1|1440;1441;1442;1443;1444;1445;1446;1447;1448;1449;1450;1451;1452;1453;1454;1455;1456;1457;1458;1459||Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrad, Fejer, Gyor-moson-sopron, Hajdu-bihar, Heves, Jasz-nagykun-szolnok, Komarom-esztergom, Nograd, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprem, Zala (Adm1). 
