Source:|EM-DAT, CRED / UCLouvain, Brussels, Belgium||||||||||||||||||||||||||||||||||||||||||||||||
|www.emdat.be||||||||||||||||||||||||||||||||||||||||||||||||
Version:|2023-02-11||||||||||||||||||||||||||||||||||||||||||||||||
File creation:|Sat, 11 Feb 2023 21:46:46 CET||||||||||||||||||||||||||||||||||||||||||||||||
Table type:|Custom request||||||||||||||||||||||||||||||||||||||||||||||||
# of records:|522||||||||||||||||||||||||||||||||||||||||||||||||
Dis No|Year|Seq|Glide|Disaster Group|Disaster Subgroup|Disaster Type|Disaster Subtype|Disaster Subsubtype|Event Name|Country|ISO|Region|Continent|Location|Origin|Associated Dis|Associated Dis2|OFDA Response|Appeal|Declaration|'AID Contribution (''000 US$)'|Dis Mag Value|Dis Mag Scale|Latitude|Longitude|Local Time|River Basin|Start Year|Start Month|Start Day|End Year|End Month|End Day|Total Deaths|No Injured|No Affected|No Homeless|Total Affected|'Reconstruction Costs (''000 US$)'|'Reconstruction Costs, Adjusted (''000 US$)'|'Insured Damages (''000 US$)'|'Insured Damages, Adjusted (''000 US$)'|'Total Damages (''000 US$)'|'Total Damages, Adjusted (''000 US$)'|CPI|Adm Level|Admin1 Code|Admin2 Code|Geo Locations
2014-0001-TON|2014|0001||Natural|Meteorological|Storm|Tropical cyclone||Ian|Tonga|TON|Polynesia|Oceania|'Mo''unga''one, Ha''ano, Foa, Lifuka, Lofanga, Uiha islands (Ha''apai island group, Tonga province), Vava''u island group (Tonga province)'||||Yes||Yes||270|Kph|||||2014|1|6|2014|1|11|1|14|4000||4014|||||31000|38322|80,8926237222027|1|2976||Administrative unit not available (Adm1). 
2012-0498-WSM|2012|0498|TC-2012-000201|Natural|Meteorological|Storm|Tropical cyclone||Cyclone Evan|Samoa|WSM|Polynesia|Oceania|Samoa province||Flood||Yes|||3458||Kph|||||2012|12|13|2012|12|13|12||12703||12703|||||133000|169530|78,4521138829003|1|2618||Administrative unit not available (Adm1). 
2012-0498-WLF|2012|0498|TC-2012-000201|Natural|Meteorological|Storm|Tropical cyclone||Cyclone Evan|Wallis and Futuna|WLF|Polynesia|Oceania|Wallis and Futuna province||||||||156|Kph|||||2012|12|15|2012|12|15||2|1250||1252|||||||78,4521138829003|1|3392||Administrative unit not available (Adm1). 
2014-0062-AUS|2014|0062||Natural|Climatological|Wildfire|Land fire (Brush, Bush, Pasture)|||Australia|AUS|Australia and New Zealand|Oceania|Mickleham, Craigieburn cities (Hume district, Victoria province), Whittlesea (S), Nillumbik (S) districts (Melbourne north outskirts, Victoria province), Wallan, Kilmore, Beveridge cities (Mitchell (S) district, Victoria province), Warrandyte city (Manningham (C) district, Victoria province), Wunghnu city (Moira (S) district, Victoria province), Glenaladale, Walpa cities (East Gippsland (S) district, Victoria province), Yarram city (Wellington district, Victoria province), Morwell city (Latrobe district, Victoria province), Gisborne (Macedon Ranges district, Victoria province)|Dry and warm winds, high temperature|Industrial accidents|Pollution||||||Km2|||||2014|2|7|2014|2|28||||90|90|||||100000|123621|80,8926237222027|2||5372;5386;5390;5392;5393;5399;5400;5409;5424;5427|East Gippsland (S), Hume (C), Latrobe (C), Macedon Ranges (S), Manningham (C), Mitchell (S), Moira (S), Nillumbik (S), Wellington (S), Whittlesea (C) (Adm2). 
2014-0475-AUS|2014|0475||Natural|Meteorological|Storm|Convective storm|Lightning/Thunderstorms||Australia|AUS|Australia and New Zealand|Oceania|Brisbane district (Queensland province)|||||||||Kph|||||2014|11|22|2014|11|30||12|52527||52539|||852000|1053248|1000000|1236207|80,8926237222027|2||154654|Brisbane (C) (Adm2). 
2015-0148-AUS|2015|0148||Natural|Meteorological|Storm|Convective storm|Severe storm||Australia|AUS|Australia and New Zealand|Oceania|Dungog, Hunters Hill, Sydney districts (New South Wales province)||Flood|Surge|||||135|Kph|||||2015|4|20|2015|4|28|7||1000||1000|||730000|901362|1300000|1605165|80,9885789905908|2||4996;5023;154637|Dungog (A), Hunters Hill (A), Sydney (C) (Adm2). 
2015-0576-AUS|2015|0576||Natural|Hydrological|Flood|Flash flood|||Australia|AUS|Australia and New Zealand|Oceania|Queensland, New South Wales provinces|||||||||Km2|||||2015|4|30|2015|5|3|6|||||||||400000|493897|80,9885789905908|1|470;473||New South Wales, Queensland (Adm1). 
2015-0053-AUS|2015|0053||Natural|Meteorological|Storm|Tropical cyclone||Cyclone Lam |Australia|AUS|Australia and New Zealand|Oceania|Northern Territory, Western Australia provinces||||||Yes||185|Kph|||||2015|2|20|2015|2|20|||390|48|438|||||78000|96310|80,9885789905908|1|471;477||Northern Territory, Western Australia (Adm1). 
2015-0079-AUS|2015|0079||Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Marcia'''|Australia|AUS|Australia and New Zealand|Oceania|Queensland, New South Wales provinces||||||Yes||210|Kph|||||2015|2|22|2015|2|24|1|||6000|6000|||396000|488958|546000|674169|80,9885789905908|1|470;473||New South Wales, Queensland (Adm1). 
2015-0135-AUS|2015|0135||Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Olwyn'''|Australia|AUS|Australia and New Zealand|Oceania|Carnarvon, Ashburton, Upper Gascoyne, Geraldton-Greenough, Irwin districts (Western Australia province)||||||||160|Kph|||||2015|3|12|2015|3|15|||600||600|||49000|60502|57000|70380|80,9885789905908|2||5435;5454;5490;5553;154709|Ashburton (S), Carnarvon (S), Geraldton-Greenough (C), Irwin (S), Upper Gascoyne (S) (Adm2). 
2015-0560-AUS|2015|0560||Natural|Climatological|Wildfire|Forest fire|||Australia|AUS|Australia and New Zealand|Oceania|Wye River, Separation Creek cities (Colac-Otway (S) district, Victoria province)|||||||||Km2|||||2015|12|19|2015|12|26||||348|348|||||100000|123474|80,9885789905908|2||5368|Colac-Otway (S) (Adm2). 
2015-0010-AUS|2015|0010||Natural|Climatological|Wildfire|Land fire (Brush, Bush, Pasture)|||Australia|AUS|Australia and New Zealand|Oceania|Sampson Flat city (Playford (C) district, South Australia province), Kersbrook (Adelaide Hills (DC) district, Mount Lofty Ranges, South Australia province)|||||||||Km2|||||2015|1|3|2015|1|8||134|||134|||45000|55563|51000|62972|80,9885789905908|2||5257;5299|Adelaide Hills (DC), Playford (C) (Adm2). 
2015-0514-AUS|2015|0514||Natural|Climatological|Wildfire|Land fire (Brush, Bush, Pasture)|||Australia|AUS|Australia and New Zealand|Oceania|Pinery, Balaklava cities (Wakefield (DC) district, North Mount Lofty Ranges, South Australia province), Roseworthy city (Light (RegC) district, South Australia province)|||||||||Km2|||||2015|11|25|2015|11|28|2|30||105|135|||120000|148169|200000|246948|80,9885789905908|2||5282;5318|Light (RegC), Wakefield (DC) (Adm2). 
2015-9483-FJI|2015|9483||Natural|Climatological|Drought|Drought|||Fiji|FJI|Melanesia|Oceania|NO DATA: all country selected|El NIno||||||||Km2|||||2015|9||2015|10||||67000||67000|||||||80,9885789905908|1|40187;40188;40189;40190||Central, Eastern, Northern, Western (Adm1). 
2015-0105-FSM|2015|0105|TC-2015-000028|Natural|Meteorological|Storm|Tropical cyclone||'Typhoon'' Maysak'''|Micronesia (Federated States of)|FSM|Micronesia|Oceania|Chuuk, Ulithi Atoll, Yap areas (Micronesia province)||||Yes||Yes||260|Kph|||||2015|3|27|2015|3|30|5||35000||35000|||||11000|13582|80,9885789905908|1|2060||Administrative unit not available (Adm1). 
2016-0041-FJI|2016|0041|TC-2016-000014|Natural|Meteorological|Storm|Tropical cyclone||Cyclone Winston|Fiji|FJI|Melanesia|Oceania|Savusavu (Cakaudrove district, Northern province, Vanua Levu Isl. and Taveuni Isl.), Bua, Macuata districts (Northern province, Vanua Levu Isl.), Western, Central provinces (Viti Levu, Yasawa, Mamanuca Isl.), Lau district (Eastern province, Vanua Balavu, Nayau Isl.), Lomaiviti district (Eastern province, Koro Isl.)||Flood|Surge|Yes|Yes|Yes|41862|325|Kph|||||2016|2|20|2016|2|21|45|144|540414||540558|||50000|60968|600000|731615|82,010330903136|2||40191;40192;40193;40194;40195;40197;40198;40200;40201;40202;40203;40204;40205|Ba, Bua, Cakaudrove, Lau, Lomaiviti, Macuata, Nadroga & Navosa, Naitasiri, Namosi, Ra, Rewa, Serua, Tailevu (Adm2). 
2016-0201-AUS|2016|0201||Natural|Meteorological|Storm|Convective storm|Winter storm/Blizzard||Australia|AUS|Australia and New Zealand|Oceania|New South Wales, Queensland, Tasmania provinces||Flood||||||115|Kph|||||2016|6|4|2016|6|5|5|||||||310000|378001|500000|609679|82,010330903136|1|470;473;475||New South Wales, Queensland, Tasmania (Adm1). 
2016-0141-FJI|2016|0141||Natural|Meteorological|Storm|Tropical cyclone||Tropical cyclone Zena|Fiji|FJI|Melanesia|Oceania|Central, Western provinces (Viti Levu Isl.)||Flood|||||||Kph|||||2016|4|4|2016|4|7|2||5000||5000|||||||82,010330903136|1|40187;40190||Central, Western (Adm1). 
2016-0014-AUS|2016|0014||Natural|Climatological|Wildfire|Land fire (Brush, Bush, Pasture)||Yarloop busfires|Australia|AUS|Australia and New Zealand|Oceania|Yarloop, Cookernup areas (Harvey (S) district, Western Australia province), Hamel, Waroona areas (Waroona (S) district, Western Australia province)|Lighthning|||||Yes|||Km2|||||2016|1|5|2016|1|10|2|||540|540|||50000|60968|110000|134129|82,010330903136|2||5489;5560|Harvey (S), Waroona (S) (Adm2). 
2014-0091-SLB|2014|0091||Natural|Hydrological|Flood|Flash flood|||Solomon Islands|SLB|Melanesia|Oceania|Honiara, Guadalcanal, Makira, Malaita, Isabel Islands areas|Prolonged heavy rainfall associated with a tropical depression|Broken Dam/Burst bank||Yes|||7548|5481|Km2|-9.678|160.34|||2014|4|1|2014|4|8|47||52000||52000|||||24000|29669|80,8926237222027|1|2687||Administrative unit not available (Adm1). 
2014-0097-MHL|2014|0097||Natural|Hydrological|Flood|Coastal flood|||Marshall Islands (the)|MHL|Micronesia|Oceania|Arno Majuro, Mili, Maloelap, Wotje Atolls, Kili Island||Surge||||||35|Km2|7.30951|168.73|||2014|3|3|2014|3|10|||360||360|||||||80,8926237222027|1|2002||Administrative unit not available (Adm1). 
2014-0097-KIR|2014|0097||Natural|Hydrological|Flood|Coastal flood|||Kiribati|KIR|Micronesia|Oceania|Marakei island|||||||||Km2|||||2014|3|3|2014|3|3|||220||220|||||||80,8926237222027|1|1739||Administrative unit not available (Adm1). 
2014-0410-PNG|2014|0410||Natural|Geophysical|Volcanic activity|Ash fall||Mt. Bagana|Papua New Guinea|PNG|Melanesia|Oceania|Arawa, Buin, Sohano districts, Northern Solomons province||||||||||||||2014|8|9|2014|8|9|||1380||1380|||||||80,8926237222027|2||37537;37538;37539|Arawa, Buin, Sohano (Adm2). 
2014-0405-PNG|2014|0405||Natural|Hydrological|Flood|Riverine flood|||Papua New Guinea|PNG|Melanesia|Oceania|Gulf province|Heavy rains||||||||Km2|||||2014|6||2014|7||||27000||27000|||||||80,8926237222027|1|2296||Gulf (Adm1). 
2014-0423-PNG|2014|0423||Natural|Meteorological|Storm|Tropical cyclone||Cyclone Ita|Papua New Guinea|PNG|Melanesia|Oceania|Milne Bay province|||||||||Kph|||||2014|4|7|2014|4|9|||12346||12346|||||||80,8926237222027|1|2299||Milne Bay (Adm1). 
2015-9410-PNG|2015|9410|CW-2015-000116-PNG|Natural|Climatological|Drought|Drought|||Papua New Guinea|PNG|Melanesia|Oceania|Kandep district (Enga province), Sirunki city (Lagaip district, Enga province), Mendi, Ialibu, Pangia districts (Southern Highlands province), Tambul district (Western Highlands province), Menyamya district (Morobe province); Kundiawa, Gembogl, Sinasina(-Yongomugl), Gumine, Chuave, Kerowagi, Karimui (-Nomane) districts (Chimbu province), Henganofi, Goroka (Unggai-Bena) districts (Eastern Highlands province), Rabaul, Kokopo districts (East New Britain province), Goilala district (Central province), Manus province|El nino|Cold wave||Yes|||||Km2|||||2015|5||2015|10||24||2520000||2520000|||||60000|74085|80,9885789905908|1;2|2298|37471;37475;37476;37477;37478;37479;37480;37481;37482;37484;37489;37490;37495;37497;37524;37546;37549;37551;37566|Manus (Adm1). Chuave, Gembogl, Goilala, Goroka, Gumine, Henganofi, Ialibu, Kandep, Karimui, Kerowagi, Kokopo, Kundiawa, Lagaip, Mendi, Menyamya, Pangia, Rabaul, Sinasina, Tambul (Adm2). 
2015-0093-KIR|2015|0093|TC-2015-000020|Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Pam'''|Kiribati|KIR|Micronesia|Oceania|Tarawa, Arorae, Tamana, Onotoa areas (Kiribati province)||Flood||Yes|||||Kph|||||2015|3|12|2015|3|13|||1500||1500|||||||80,9885789905908|1|1739||Administrative unit not available (Adm1). 
2015-0093-SLB|2015|0093|TC-2015-000020|Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Pam'''|Solomon Islands|SLB|Melanesia|Oceania|Temotu, Malaita areas (Solomon Islands province)||Flood||Yes|||||Kph|||||2015|3|6|2015|3|6|||44096||44096|||||||80,9885789905908|1|2687||Administrative unit not available (Adm1). 
2015-0256-NZL|2015|0256||Natural|Hydrological|Flood|Riverine flood|||New Zealand|NZL|Australia and New Zealand|Oceania|Horowhenua, Manawatu, Rangitikei, Whanganui areas (Wanganui-manawatu province), Taranaki province|Heavy rains|||||||8949|Km2|-39.8648|175.23|||2015|6|22|2015|6|29|||400||400|||||171000|211141|80,9885789905908|1|2180;2182||Taranaki, Wanganui-manawatu (Adm1). 
2015-0206-NZL|2015|0206||Natural|Hydrological|Flood||||New Zealand|NZL|Australia and New Zealand|Oceania|Wellington province|Heavy rains|||||||7484|Km2|-41.092|175.35|||2015|5|13|2015|5|21|1||100||100|||||100000|123474|80,9885789905908|1|2183||Wellington (Adm1). 
2015-0093-PNG|2015|0093|TC-2015-000020|Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Pam'''|Papua New Guinea|PNG|Melanesia|Oceania|West New Britain, Madang provinces|||||||||Kph|||||2015|3|13|2015|3|13|||9199||9199|||||||80,9885789905908|1|2297;2306||Madang, West New Britain (Adm1). 
2015-0097-PNG|2015|0097||Natural|Hydrological|Flood||||Papua New Guinea|PNG|Melanesia|Oceania|Central, Madang, Milne Bay, Morobe, National Capital District, Northern, Northern, Solomons, West New Britain provinces|Heavy rains, Tropical Cyclones Nathan and Pam ||||||||Km2|||||2015|3|4|2015|3|18|||20000||20000|||||||80,9885789905908|1|2290;2297;2299;2300;2301;2303;2304;2306||Central, Madang, Milne Bay, Morobe, National Capital District, Northern, Northern Solomons, West New Britain (Adm1). 
2015-0281-SLB|2015|0281||Natural|Meteorological|Storm|Tropical cyclone||Tropical cylone Raquel|Solomon Islands|SLB|Melanesia|Oceania|Solomon Islands province|||||||||Kph|||||2015|7|5|2015|7|6|9|||400|400|||||2000|2469|80,9885789905908|1|2687||Administrative unit not available (Adm1). 
2015-9483-SLB|2015|9483||Natural|Climatological|Drought|Drought|||Solomon Islands|SLB|Melanesia|Oceania|Bellona, Rennell, Makira|||||||||Km2|||||2015|||2015|12|||||||||||||80,9885789905908|1|2687||Administrative unit not available (Adm1). 
2016-0096-NZL|2016|0096||Natural|Hydrological|Flood|Flash flood|||New Zealand|NZL|Australia and New Zealand|Oceania|Riwaka city (Administrative unit not available district, Nelson-marlborough province), Administrative unit not available district (Westland province) ||||||||39334|Km2|-42.169|172.21||Riwaka, Waiho, Takaka, Aorere rivers|2016|3|23|2016|3|24|||300||300|||||25000|30484|82,010330903136|2||22384;22392|Administrative unit not available (Adm2). 
2016-0104-PNG|2016|0104||Technological|Technological|Transport accident|Air|||Papua New Guinea|PNG|Melanesia|Oceania|Kiunga district (Western province)||||||||||||||2016|4|14|2016|4|14|12|||||||||||82,010330903136|2||37571|Kiunga (Adm2). 
2014-0096-VUT|2014|0096|TC-2014-000033|Natural|Meteorological|Storm|Tropical cyclone||Tropical cylone Lusi |Vanuatu|VUT|Melanesia|Oceania|Western Pentecost, East Ambae, Maewo areas (Penama province), Western Ambrym area (Malampa province), South Santo area (Sanma province), Gaua, Vanua Lava areas (Torba province), Shepherd area (Shefa province)||Flood||||||140|Kph|||||2014|3|9|2014|3|12|12|6|20000||20006|||||2000|2472|80,8926237222027|1|3296;3297;3298;3299;3301||Malampa, Penama, Sanma, Shefa, Torba (Adm1). 
2015-0093-VUT|2015|0093|TC-2015-000020|Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Pam'''|Vanuatu|VUT|Melanesia|Oceania|Torba, Penama, Sanma, Malampa, Shefa, Tafea provinces||Flood||Yes|Yes|Yes|44127|250|Kph|||||2015|3|12|2015|3|14|11||188000||188000|||||449400|554893|80,9885789905908|1|3296;3297;3298;3299;3300;3301||Malampa, Penama, Sanma, Shefa, Tafea, Torba (Adm1). 
2015-0093-TUV|2015|0093|TC-2015-000020|Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Pam'''|Tuvalu|TUV|Polynesia|Oceania|Nanumea, Nanumaga, Niutao, Nui, Vaitupu, Nukufetau, Nukulaelae atolls (Tuvalu province)||Surge||Yes||Yes|||Kph|||||2015|3|10|2015|3|11|||4613||4613|||||||80,9885789905908|1|3103||Administrative unit not available (Adm1). 
2015-9483-TON|2015|9483||Natural|Climatological|Drought|Drought|||Tonga|TON|Polynesia|Oceania|'Vava''u, Ha''apai, Tongatapu, Niuafo''ou, Niuatoputapu'|El NIno|||||Yes|||Km2|||||2015|8||2015|12|||||||||||||80,9885789905908|1|2976||Administrative unit not available (Adm1). 
2015-9483-WSM|2015|9483||Natural|Climatological|Drought|Drought|||Samoa|WSM|Polynesia|Oceania|Upolu Isl., Savaii Isl.||||||Yes|||Km2|||||2015|6||2015|12|||||||||||||80,9885789905908|1|2618||Administrative unit not available (Adm1). 
2015-0339-MNP|2015|0339||Natural|Meteorological|Storm|Tropical cyclone||'Typhoon ''Soudelor'' (Hanna)'|Northern Mariana Islands (the)|MNP|Micronesia|Oceania|Saipan island (Northern Mariana Islands province) ||||||Yes||170|Kph|||11:30||2015|8|1|2015|8|2||10|350||360|||||||80,9885789905908|1|2243||Administrative unit not available (Adm1). 
2016-0004-TON|2016|0004||Natural|Meteorological|Storm|Tropical cyclone||Cyclone Ulla|Tonga|TON|Polynesia|Oceania|'Vava''u, Ha''apai islands (Administrative unit not available)'||||||||150|Kph|||||2016|1|2|2016|1|2|||392||392|||||||82,010330903136|1|2976||Administrative unit not available (Adm1). 
2016-0041-TON|2016|0041|TC-2016-000014|Natural|Meteorological|Storm|Tropical cyclone||Cyclone Winston|Tonga|TON|Polynesia|Oceania|Vava’u Isl. |||||||||Kph|||||2016|2|19|2016|2|19||||||||||||82,010330903136|2||27407|Administrative unit not available (Adm2). 
2016-0141-TON|2016|0141||Natural|Meteorological|Storm|Tropical cyclone||Tropical cyclone Zena|Tonga|TON|Polynesia|Oceania|'Eua, Tongatapu, Ha''apai, Tongatapu, ''Eua, Vava''u islands (Administrative unit not available)'|||||||||Kph|||||2016|4|7|2016|4|7||||||||||||82,010330903136|1|2976||Administrative unit not available (Adm1). 
2016-0515-AUS|2016|0515||Natural|Biological|Epidemic|Viral disease||Dengue|Australia|AUS|Australia and New Zealand|Oceania||||||||||Vaccinated|||||2016|1|1|2016|1|30||2016|||2016|||||||82,010330903136||||
2016-0428-AUS|2016|0428||Natural|Hydrological|Flood||||Australia|AUS|Australia and New Zealand|Oceania|Victoria, South Australia provinces|Heay rains|||||||634200|Km2|-33.277|139.898|||2016|9|10|2016|9|22|1||280||280|||||25000|30484|82,010330903136|1|474;476||South Australia, Victoria (Adm1). 
2016-9495-FSM|2016|9495||Natural|Climatological|Drought|Drought|||Micronesia (Federated States of)|FSM|Micronesia|Oceania|Yap, Chuuk regions||||||Yes|||Km2|||||2016|||2016|5||||100000||100000|||||||82,010330903136|2||21438|Administrative unit not available (Adm2). 
2017-0072-AUS|2017|0072||Natural|Climatological|Wildfire|||Sir Ivan fire|Australia|AUS|Australia and New Zealand|Oceania|New South Wales states (Dunedoo, Uarbry, Pappinbarra, Dondingalong, Kempsey, Boggabri, Narrabri, Mudgee)||Heat wave||||||59000|Km2|||||2017|2|9|2017|2|13||2|27|114|143|||15000|17909|20000|23879|83,7572545519631|2||5016;5028;5056;154632;154642|Kempsey (A), Mid-Western Regional (A), Narrabri (A), Port Macquarie-Hastings (A), Warrumbungle Shire (A) (Adm2). 
2017-0105-AUS|2017|0105|TC-2017-000031|Natural|Meteorological|Storm|Tropical cyclone||Debbie|Australia|AUS|Australia and New Zealand|Oceania|Logan region; Queensland; Nouvelle-Galles du Sud, au sud du Queensland, Sydney; Bowen (Whitsunday), Mackay, Proserpine (Whitsunday), Airlie beach (Whitsunday Isl.)||Flood||||||263|Kph||||Logan river|2017|3|27|2017|4|6|12||45000||45000|||1400000|1671497|2700000|3223601|83,7572545519631|2||154637;154677;154679;154701|Logan (C), Mackay (R), Sydney (C), Whitsunday (R) (Adm2). 
2017-0562-AUS|2017|0562||Natural|Meteorological|Storm|Convective storm|Hail||Australia|AUS|Australia and New Zealand|Oceania||||||||||Kph|||||2017|3|6|2017|3|9|||6000||6000|||390000|465631|490000|585024|83,7572545519631||||
2018-0101-FJI|2018|0101||Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Josie'''|Fiji|FJI|Melanesia|Oceania|Nadi||Flood||||||100|Kph|||||2018|4|2|2018|4|2|7||89950||89950|||||10000|11655|85,8030260572654|2||40203|Ba (Adm2). 
2018-0459-AUS|2018|0459||Natural|Meteorological|Extreme temperature |Heat wave|||Australia|AUS|Australia and New Zealand|Oceania|||||||||49|°C|||||2018|12||2019|1|||||||||||||85,8030260572654||||
2018-9258-AUS|2018|9258||Natural|Climatological|Drought|Drought|||Australia|AUS|Australia and New Zealand|Oceania|New South Wales, Victoria , Queensland|Lack of rainfall and anomalous warmth||||||||Km2|||||2018|1||2018|8|||||||||||1200000|1398552|85,8030260572654|1|470;473;476||New South Wales, Queensland, Victoria (Adm1). 
2018-0123-AUS|2018|0123||Natural|Hydrological|Flood||||Australia|AUS|Australia and New Zealand|Oceania|Ingham, Halifax, Innisfail (Northern Queensland)||||||Yes||105583|Km2|-17.015|145.218|||2018|3|9|2018|3|11|||600||600|||||11400|13286|85,8030260572654|2||154659;154670|Cassowary Coast (R), Hinchinbrook (S) (Adm2). 
2018-0194-FJI|2018|0194|TC-2018-000037|Natural|Meteorological|Storm|Tropical cyclone||'Tropical cyclone ''Keni'''|Fiji|FJI|Melanesia|Oceania|Sigatoka, Nadi, Lautoka, Ba, Tavua, Rakiraki, Nalawa, Labasa, Suva- Kadavu, Levuka, Savusavu|||||||||Kph|||||2018|4|9|2018|4|11|||89250||89250|||||50000|58273|85,8030260572654|2||40193;40195;40196;40201;40202;40203;40204;40205|Ba, Cakaudrove, Kadavu, Macuata, Nadroga & Navosa, Ra, Rewa, Tailevu (Adm2). 
2019-0084-AUS|2019|0084||Natural|Climatological|Wildfire|Land fire (Brush, Bush, Pasture)|||Australia|AUS|Australia and New Zealand|Oceania|Gippsland region (South-east Victoria state)|Heat wave and lighthening|Heat wave|||||||Km2|||||2019|3|1|2019|3|20|||600|27|627|||||||87,3580067738847|2||5372;5414|East Gippsland (S), South Gippsland (S) (Adm2). 
2019-0028-AUS|2019|0028||Natural|Hydrological|Flood|Riverine flood|||Australia|AUS|Australia and New Zealand|Oceania|Townsville, Daintree, Giru (Queensland)|Heavy rains|||||Yes|||Km2||||Daintree|2019|1|27|2019|2|9|3||9900||9900|||635000|726894|2000000|2289430|87,3580067738847|2||5152;154657;154698|Burdekin (S), Cairns (R), Townsville (C) (Adm2). 
2019-0124-FSM|2019|0124||Natural|Meteorological|Storm|Tropical cyclone||'Cyclone ''Wutip'''|Micronesia (Federated States of)|FSM|Micronesia|Oceania|Chuuk, Pohnpei, Yap Isl.||||Yes||Yes||100|Kph|||||2019|2|19|2019|2|22|||10000||10000|||||||87,3580067738847|1|2060||Administrative unit not available (Adm1). 
2015-9496-MHL|2015|9496||Natural|Climatological|Drought|Drought|||Marshall Islands (the)|MHL|Micronesia|Oceania||El NIno, low precipitation|||Yes||Yes|||Km2|||||2015|||2016|5||||21000||21000|||||4900|6050|80,9885789905908|2||19488|Administrative unit not available (Adm2). 
2016-0395-NZL|2016|0395|EQ-2016-000116|Natural|Geophysical|Earthquake|Tsunami|||New Zealand|NZL|Australia and New Zealand|Oceania|Culverden, Kaikoura (Canterbury province), Wellington province||Tsunami/Tidal wave|Slide (land, mud, snow, rock)|||||8|Richter|-42.725|173.064|00:02||2016|11|14|2016|11|14|2|50|||50|||2100000|2560653|3900000|4755498|82,010330903136|1|2173;2183||Canterbury, Wellington (Adm1). 
2017-0319-NZL|2017|0319||Natural|Meteorological|Storm|Convective storm|Winter storm/Blizzard||New Zealand|NZL|Australia and New Zealand|Oceania|Otago (Dunedin, Taieri, Outram, Henley, Mosgiel, Oamaru, Milton), Canterbury (Christchurch, Selwyn, Timaru), Auckland, Wellington, Waikato (Waihi, Taupo, Rotorua), Bay of Plenty (Murupara), East Cape (Hicks Bay)||Snow/ice|Flood|||Yes|||Kph||||Heathcote, Taieri|2017|7|21|2017|7|23|||171|12|183|||||20000|23879|83,7572545519631|1|2171;2172;2173;2174;2178;2181;2183||Auckland, Bay Of Plenty, Canterbury, East Cape, Otago, Waikato, Wellington (Adm1). 
2017-0222-NZL|2017|0222||Natural|Hydrological|Flood||||New Zealand|NZL|Australia and New Zealand|Oceania|North Coast, North Island. From Auckland to Wellington, Titirangi, Kohimarama , Manawatu-Wanganui Region, Whanganui, Rangitikei, Whakat?ne districts, Bay of Plenty, Edgecumbe city, Minginui, Ruat?huna, Te Wh?iti and R??toki communities|Heavy rains|Slide (land, mud, snow, rock)||||Yes||23531|Km2|-38.204|176.79||Whakatane and Rangitaiki Rivers|2017|4|5|2017|4|21|||2200||2200|||65000|77605|71000|84769|83,7572545519631|1|2171;2172;2181;2182;2183||Auckland, Bay Of Plenty, Waikato, Wanganui-manawatu, Wellington (Adm1). 
2017-0049-PYF|2017|0049||Natural|Hydrological|Flood||||French Polynesia|PYF|Polynesia|Oceania|Tahiti, Moorea||||||Yes|||Km2|||||2017|1|20|2017|1|23||4|4500|500|5004|||||2000|2388|83,7572545519631|2||16355|Administrative unit not available (Adm2). 
2018-0055-PNG|2018|0055|EQ-2018-000020|Natural|Geophysical|Earthquake|Ground movement|||Papua New Guinea|PNG|Melanesia|Oceania|Southern Highlandsand Hela provinces||Slide (land, mud, snow, rock)||Yes||||8|Richter|-6.149|142.766|03:35||2018|2|26|2018|2|26|145|300|544000||544300|||||61000|71093|85,8030260572654|1|2305||Southern Highlands (Adm1). 
2018-0069-KIR|2018|0069||Technological|Technological|Transport accident|Water|||Kiribati|KIR|Micronesia|Oceania|||||||||||||||2018|1|19|2018|1|19|80||7||7|||||||85,8030260572654||||
2018-0469-MHL|2018|0469|TC-2018-000427|Natural|Meteorological|Storm|Tropical cyclone||'Tropical cyclone ''Penny'''|Marshall Islands (the)|MHL|Micronesia|Oceania|||||||Yes|||Kph|||||2019|1|5|2019|1|5||||||||||||85,8030260572654|1|2002||Administrative unit not available (Adm1). 
2018-0485-NZL|2018|0485||Natural|Hydrological|Flood||||New Zealand|NZL|Australia and New Zealand|Oceania|'Gisborne, Hawk''s Bay region'|Heavy rains||||||||Km2|||||2018|6|11|2018|6|11|||100||100|||||25000|29137|85,8030260572654|1|2175||'Hawke''s Bay (Adm1). '
2018-0481-PLW|2018|0481||Natural|Biological|Epidemic|Viral disease||Dengue|Palau|PLW|Micronesia|Oceania|Koror, Airai, Ngarchelong, Melekeok, Aimeliik, Ngeremlengui, Peleliu, Ngchesar states|||||||||Vaccinated|||||2018|12|7|2019|3|17||124|||124|||||||85,8030260572654||||
